Time,region,wa_weight,wa_sum,pop_Sum,non_wa
2100,reg504,47529418.13,20210040.73,41137274.03,20927233.3
1970,reg508,306015.3212,4045200,9261600,5216400
1975,reg508,370273.2387,4481600,10422200,5940600
1980,reg508,473860.0526,5107900,11919600,6811700
1985,reg508,553976.3491,5446700,13057000,7610300
1990,reg508,580353.4637,5141700,13291500,8149800
1995,reg508,810722.5497,6597600,15835900,9238300
2000,reg508,1113118.242,7536800,18183200,10646400
2005,reg508,1646115.735,8643500,21031200,12387700
2010,reg508,2196429.45,9842500,24220800,14378300
2015,reg508,2687150.709,11442800,28008500,16565700
2020,reg508,3933825.195,13050640,30720752,17670112
2025,reg508,5105143.581,15384478.71,35042009.8,19657531.09
2030,reg508,6701998.308,18101814.03,39580494.96,21478680.93
2035,reg508,8898403.282,21247550.79,44212087.56,22964536.77
2040,reg508,11700364.27,24598206.92,48831817.98,24233611.07
2045,reg508,15053646.39,28028561.83,53367653.5,25339091.67
2050,reg508,18944746.5,31497906.01,57710607.52,26212701.51
2055,reg508,23318254.84,34866289.3,61814547.97,26948258.67
2060,reg508,28119208.07,38040908.15,65598320.05,27557411.9
2065,reg508,33297495.11,40938615.58,68959593.46,28020977.88
2070,reg508,38664012.24,43455957.59,71901771.74,28445814.15
2075,reg508,43987082.17,45562185.43,74257720.14,28695534.71
2080,reg508,49023777.92,47115959.3,76060497.77,28944538.48
2085,reg508,53633618.84,48140213.33,77281191.8,29140978.47
2090,reg508,57824123.27,48779368.02,78064273.83,29284905.82
2095,reg508,61342275.57,48892959.39,78492881.74,29599922.35
2100,reg508,64149050.17,48550747.79,78606627.9,30055880.1
1970,reg51,1945926.602,1132900,2525000,1392100
1975,reg51,2577469.277,1349600,2826300,1476700
1980,reg51,3298206.576,1608200,3092800,1484600
1985,reg51,3992763.647,1851200,3329600,1478400
1990,reg51,4440147.178,1990800,3531800,1541000
1995,reg51,3990827.909,1741500,3213800,1472300
2000,reg51,3833953.022,1675500,3073200,1397700
2005,reg51,3835096.991,1694000,2994300,1300300
2010,reg51,4001769.974,1788400,2915500,1127100
2015,reg51,4161584.939,1838100,2917500,1079400
2020,reg51,3985127.169,1736981,2812496,1075515
2025,reg51,3642534.314,1618240.983,2761979.523,1143738.54
2030,reg51,3381134.464,1533375.257,2718854.85,1185479.593
2035,reg51,3297215.677,1527824.33,2665519.273,1137694.943
2040,reg51,3313610.28,1523759.987,2611731.783,1087971.796
2045,reg51,3286625.44,1499100.415,2561087.738,1061987.323
2050,reg51,3157715.754,1426617.241,2511295.731,1084678.49
2055,reg51,2965523.005,1324865.769,2461022.901,1136157.132
2060,reg51,2808342.616,1240644.809,2410302.323,1169657.514
2065,reg51,2775798.282,1216361.09,2364182.825,1147821.736
2070,reg51,2771412.93,1206038.73,2321896.046,1115857.316
2075,reg51,2739585.752,1184150.295,2281931.981,1097781.686
2080,reg51,2661382.264,1141969.299,2243054.856,1101085.557
2085,reg51,2587680.825,1102803.517,2206353.574,1103550.058
2090,reg51,2533361.309,1072926.86,2175425.087,1102498.227
2095,reg51,2501885.788,1053905.747,2152321.396,1098415.649
2100,reg51,2478599.645,1039196.38,2135208.572,1096012.192
1970,reg512,31146.52215,292700,722800,430100
1975,reg512,54158.4852,361300,881300,520000
1980,reg512,110260.0395,493700,1154100,660400
1985,reg512,204569.6626,648100,1498400,850300
1990,reg512,347630.8134,800600,1811900,1011300
1995,reg512,614483.8908,1072500,2192600,1120100
2000,reg512,890635.4415,1109900,2248700,1138800
2005,reg512,1290525.908,1310200,2469800,1159600
2010,reg512,2249194.49,1909500,3041100,1131600
2015,reg512,4010926.197,2935200,4199100,1263900
2020,reg512,5117261.996,3086806,4589136,1502330
2025,reg512,5762303.358,3255382.332,4991288.1,1735905.768
2030,reg512,6409524.209,3457213.886,5358971.117,1901757.231
2035,reg512,7139015.062,3705438.471,5677236.392,1971797.921
2040,reg512,8048662.695,3929596.111,5963025.056,2033428.946
2045,reg512,8725715.289,4018735.227,6239674.018,2220938.79
2050,reg512,8975735.712,3923237.202,6497444.108,2574206.907
2055,reg512,8821558.296,3681546.967,6705790.745,3024243.779
2060,reg512,8695312.591,3495523.32,6841461.706,3345938.387
2065,reg512,9019267.65,3540363.949,6896307.129,3355943.18
2070,reg512,9477469.992,3656322.909,6880412.22,3224089.311
2075,reg512,9744187.612,3700751.346,6810487.43,3109736.084
2080,reg512,9698588.879,3628889.532,6713401.761,3084512.23
2085,reg512,9435312.194,3483483.922,6610226.273,3126742.351
2090,reg512,9154778.44,3339295.425,6522916.207,3183620.782
2095,reg512,8924520.777,3220362.548,6452404.64,3232042.092
2100,reg512,8740173.139,3124730.458,6382853.291,3258122.833
1970,reg516,72540.29929,336400,779700,443300
1975,reg516,94325.57888,381200,904600,523400
1980,reg516,117274.3534,402000,1013000,611000
1985,reg516,155994.5316,445100,1148800,703700
1990,reg516,263107.704,591000,1415600,824600
1995,reg516,393846.5274,720400,1654800,934400
2000,reg516,668968.8597,865900,1899500,1033600
2005,reg516,827393.4205,926800,2028600,1101800
2010,reg516,882928.6541,1028900,2192600,1163700
2015,reg516,1194626.981,1176600,2425800,1249200
2020,reg516,1362733.18,1237650,2467077,1229427
2025,reg516,1581931.085,1353997.038,2679279.073,1325282.034
2030,reg516,1833892.51,1488521.2,2895836.294,1407315.094
2035,reg516,2136679.822,1649303.463,3098195.691,1448892.228
2040,reg516,2510389.235,1821019.203,3291690.606,1470671.403
2045,reg516,2902025.5,1983300.713,3471644.368,1488343.655
2050,reg516,3286521.132,2125180.559,3635063.511,1509882.951
2055,reg516,3645420.844,2237936.928,3774740.877,1536803.948
2060,reg516,3975589.708,2321205.589,3882662.431,1561456.842
2065,reg516,4315329.744,2404670.025,3965941.721,1561271.696
2070,reg516,4644964.244,2481099.242,4023963.962,1542864.721
2075,reg516,4926026.309,2530849.537,4064336.537,1533487
2080,reg516,5115622.889,2532862.226,4090895.912,1558033.686
2085,reg516,5236626.182,2504660.845,4104622.28,1599961.435
2090,reg516,5311367.425,2459431.791,4104406.672,1644974.881
2095,reg516,5364249.038,2411391.806,4087518.82,1676127.015
2100,reg516,5395553.294,2359745.305,4057533.155,1697787.849
2015,reg52,,170900,284200,113300
2020,reg52,,170960,280427,109467
2025,reg52,,168231.704,282567.1663,114335.4624
2030,reg52,,164310.0492,284048.4142,119738.365
2035,reg52,,159962.0241,284555.3001,124593.276
2040,reg52,,155451.5047,283918.8353,128467.3306
2045,reg52,,152604.5706,282397.8325,129793.2618
2050,reg52,,149491.0415,280219.4047,130728.3632
2055,reg52,,146834.5368,277930.853,131096.3162
2060,reg52,,143596.4804,275927.4662,132330.9858
2065,reg52,,140783.9728,273996.7685,133212.7957
2070,reg52,,137251.1595,272079.7383,134828.5789
2075,reg52,,133579.821,270102.8308,136523.0098
2080,reg52,,130681.7496,267977.3626,137295.613
2085,reg52,,127669.582,265504.2841,137834.702
2090,reg52,,124390.3909,262786.1893,138395.7985
2095,reg52,,120852.4591,259768.001,138915.5418
2100,reg52,,117121.5586,256303.2186,139181.66
1970,reg524,569969.8465,5443900,11995100,6551200
1975,reg524,730691.6125,6072400,13320700,7248300
1980,reg524,909813.7757,6736900,14894300,8157400
1985,reg524,1247069.446,7443100,16714100,9271000
1990,reg524,1692578.014,8203400,18738200,10534800
1995,reg524,2393381.024,9447300,21385400,11938100
2000,reg524,3688563.973,10608800,23731700,13122900
2005,reg524,5828186.502,11614800,25515000,13900200
2010,reg524,8122411.476,12645800,26888600,14242800
2015,reg524,10842380.5,14508500,28658100,14149600
2020,reg524,12643925.74,15189640,28999227,13809587
2025,reg524,16506950.8,16948271.08,30601025.3,13652754.22
2030,reg524,20325200.67,18367346.43,31961476.64,13594130.2
2035,reg524,24018896.46,19546558.11,33013768.71,13467210.6
2040,reg524,27970961.69,20594494.87,33817321.33,13222826.46
2045,reg524,31980788.45,21535386.03,34435610.7,12900224.67
2050,reg524,35596744.08,22121107.79,34891002.89,12769895.09
2055,reg524,38441925.83,22285264.47,35188086.22,12902821.76
2060,reg524,40181765.87,21911976.87,35295653.15,13383676.29
2065,reg524,40981740.05,21161858.14,35268330.7,14106472.56
2070,reg524,41198923.27,20274711.59,35124443.54,14849731.95
2075,reg524,41361638.54,19538250.64,34872841.48,15334590.84
2080,reg524,41315286.89,18830644.62,34521501.2,15690856.57
2085,reg524,40930365.98,18063501.27,34060701.39,15997200.13
2090,reg524,40188954.65,17219651.68,33523131.46,16303479.78
2095,reg524,39516998.86,16485881.45,32961521.2,16475639.75
2100,reg524,39058156.2,15906531.86,32442133.04,16535601.18
1970,reg528,10786336.03,6993600,12973700,5980100
1975,reg528,12567503.4,7501800,13597700,6095900
1980,reg528,14619189.9,8063300,14087000,6023700
1985,reg528,16857401.27,8677800,14477800,5800000
1990,reg528,19213384.12,9238700,14934400,5695700
1995,reg528,21382583.82,9681000,15463500,5782500
2000,reg528,22832964.95,9884500,15899500,6015000
2005,reg528,24116913.78,10072600,16344400,6271800
2010,reg528,25119562.88,10153100,16666700,6513600
2015,reg528,25851958.34,10054900,16938000,6883100
2020,reg528,26921804.54,10234815,17402277,7167462
2025,reg528,26872335.04,10179476.05,17584098.87,7404622.815
2030,reg528,26262910.54,9911444.727,17715834.45,7804389.723
2035,reg528,25495277.97,9619746.261,17810056.54,8190310.277
2040,reg528,25361693.07,9401040.288,17853428.81,8452388.519
2045,reg528,25516651.52,9328257.051,17860263.09,8532006.039
2050,reg528,25595580.28,9253038.151,17863997.68,8610959.533
2055,reg528,25486614.98,9119522.957,17842418.65,8722895.695
2060,reg528,25255539.69,8937620.085,17817111.87,8879491.784
2065,reg528,25009410.02,8770171.451,17801109.54,9030938.093
2070,reg528,24776766.54,8623147.771,17813036.17,9189888.394
2075,reg528,24614162.03,8505633.789,17843705.46,9338071.667
2080,reg528,24412866.55,8383599.757,17860623.55,9477023.789
2085,reg528,24234281.26,8278431.027,17834114.24,9555683.212
2090,reg528,24039401.09,8173404.467,17760737.63,9587333.165
2095,reg528,23720083.93,8030052.315,17652288.91,9622236.592
2100,reg528,23345037,7867115.25,17521719.09,9654603.836
1970,reg531,54930.33096,63800,143400,79600
1975,reg531,62988.02188,68700,149700,81000
1980,reg531,82051.83443,74900,147500,72600
1985,reg531,88297.03126,83300,150300,67000
1990,reg531,105769.1133,81900,145200,63300
1995,reg531,96781.18875,81500,143100,61600
2000,reg531,106214.4098,74800,131100,56300
2005,reg531,105282.5195,76100,129000,52900
2010,reg531,134470.6952,87300,147000,59700
2015,reg531,149657.8506,93400,157900,64500
2020,reg531,184099.9423,114706,188604,73898
2025,reg531,196644.1262,118754.6326,194920.1191,76165.48657
2030,reg531,206984.2993,121347.3544,201304.7555,79957.40106
2035,reg531,217375.813,124467.5936,207283.9218,82816.32826
2040,reg531,230687.7499,127755.9467,212833.2611,85077.31442
2045,reg531,245186.2973,132002.9947,218035.7924,86032.79768
2050,reg531,258840.3668,135597.5781,223018.1211,87420.543
2055,reg531,270619.0976,137938.2195,228005.9725,90067.75307
2060,reg531,277553.6225,137422.9459,233126.9009,95703.95496
2065,reg531,282959.8848,136409.4655,237431.4543,101021.9888
2070,reg531,287214.6532,135148.0483,240646.627,105498.5787
2075,reg531,289263.2983,133153.2333,242459.5249,109306.2916
2080,reg531,289052.5256,130436.7079,242680.1866,112243.4787
2085,reg531,287792.0573,127528.0204,241291.0807,113763.0602
2090,reg531,285147.2784,124186.4274,238434.7436,114248.3162
2095,reg531,280428.7439,120129.589,234272.796,114143.2071
2100,reg531,273691.5174,115421.3383,229055.0216,113633.6834
1970,reg533,14952.56991,27200,58100,30900
1975,reg533,20575.0109,31400,60500,29100
1980,reg533,26093.37666,32800,59700,26900
1985,reg533,32520.001,37200,62400,25200
1990,reg533,39835.50259,37600,61600,24000
1995,reg533,54492.28217,51200,80700,29500
2000,reg533,73980.28849,56400,90200,33800
2005,reg533,81652.75639,63100,99500,36400
2010,reg533,93117.46197,63200,101800,38600
2015,reg533,104273.8542,64900,103900,39000
2020,reg533,104326.0231,65545,106668,41123
2025,reg533,106864.9904,65163.32771,108778.3813,43615.0536
2030,reg533,109817.1078,64975.71171,111078.1548,46102.44305
2035,reg533,113305.5855,65082.81095,113271.4583,48188.64738
2040,reg533,118689.3704,65358.50518,115414.8931,50056.38794
2045,reg533,124114.9775,65851.66427,117426.9571,51575.29287
2050,reg533,130524.471,66512.13417,119274.1624,52762.0282
2055,reg533,136767.7862,67290.57395,121125.5856,53835.01168
2060,reg533,143423.3345,68442.02454,123203.6292,54761.60462
2065,reg533,150192.4481,69706.81974,125169.8174,55462.99762
2070,reg533,153637.2853,69399.58866,126979.2702,57579.68153
2075,reg533,154725.8704,68184.68433,128475.511,60290.82665
2080,reg533,154800.3526,66749.80359,129446.8262,62697.02258
2085,reg533,155000.3202,65549.63618,129855.0011,64305.36496
2090,reg533,155021.8446,64412.51678,129680.3029,65267.78612
2095,reg533,154171.144,63022.6725,128905.0447,65882.37216
2100,reg533,151866.1401,61141.35558,127489.9677,66348.61215
1970,reg540,30973.94711,51500,105100,53600
1975,reg540,62522.92971,62800,129900,67100
1980,reg540,56394.43888,70100,144400,74300
1985,reg540,96736.51206,77400,154800,77400
1990,reg540,96555.7838,87700,168700,81000
1995,reg540,161586.911,104400,188800,84400
2000,reg540,160682.5986,119000,211900,92900
2005,reg540,202065.8787,132200,231100,98900
2010,reg540,285863.8729,143700,248400,104700
2015,reg540,297316.4309,160600,269100,108500
2020,reg540,342364.3305,169175,285619,116444
2025,reg540,363098.5224,177657.1419,299232.9272,121575.7853
2030,reg540,378303.6863,183373.6764,311071.3507,127697.6743
2035,reg540,390452.0021,188020.8425,321527.6889,133506.8464
2040,reg540,407411.4571,190114.4143,331109.6687,140995.2544
2045,reg540,422086.0139,191929.9162,339608.0226,147678.1064
2050,reg540,432210.6866,191978.1248,346663.1266,154685.0018
2055,reg540,439843.025,191187.0976,352162.4021,160975.3045
2060,reg540,449638.6053,191538.8352,356139.009,164600.1738
2065,reg540,460874.7956,192609.7206,358687.6634,166077.9428
2070,reg540,465291.4808,190925.0873,360188.7485,169263.6612
2075,reg540,467488.2354,188523.189,360920.6306,172397.4416
2080,reg540,464764.6374,184324.5758,360943.9299,176619.3541
2085,reg540,461950.5966,180388.8524,360187.2889,179798.4366
2090,reg540,460161.947,177151.3477,358557.7084,181406.3607
2095,reg540,458155.1436,174070.7196,356083.0073,182012.2878
2100,reg540,454832.1506,170720.4173,352770.5727,182050.1555
1970,reg548,7441.20063,34800,84600,49800
1975,reg548,9615.708899,41000,99000,58000
1980,reg548,13328.50839,47100,114600,67500
1985,reg548,21457.85794,54700,130100,75400
1990,reg548,23814.45382,61600,145600,84000
1995,reg548,32227.87471,72800,167100,94300
2000,reg548,42021.61261,81600,184600,103000
2005,reg548,54765.056,97200,209400,112200
2010,reg548,73321.52317,114200,235600,121400
2015,reg548,94614.14258,131100,264400,133300
2020,reg548,111483.3143,144979,307972,162993
2025,reg548,137511.7254,164017.175,343505.4773,179488.3023
2030,reg548,171463.4718,187604.1466,378542.1103,190937.9637
2035,reg548,213724.9054,215489.0757,413573.5496,198084.474
2040,reg548,262238.7748,243700.5164,448322.4133,204621.8969
2045,reg548,312093.4695,269704.8688,482286.5431,212581.6742
2050,reg548,362090.389,292802.3916,514080.0516,221277.66
2055,reg548,411942.8675,312942.5783,542687.7693,229745.191
2060,reg548,461783.688,331189.18,568394.4251,237205.2451
2065,reg548,512751.252,349914.1935,591023.0117,241108.8182
2070,reg548,560760.1747,365934.1226,610327.7129,244393.5903
2075,reg548,599580.5508,375129.136,625959.7478,250830.6118
2080,reg548,628491.5007,377791.5671,638822.3495,261030.7824
2085,reg548,651028.0584,377034.7523,649304.0572,272269.3049
2090,reg548,669223.6366,374491.2936,657409.3651,282918.0715
2095,reg548,682076.6156,369700.5139,663138.141,293437.6271
2100,reg548,689865.2475,362846.8292,665920.6621,303073.833
1970,reg554,2340229.022,1423100,2818000,1394900
1975,reg554,2953339.262,1592500,3080900,1488400
1980,reg554,3425740.178,1671500,3147600,1476100
1985,reg554,4069014.439,1823100,3267700,1444600
1990,reg554,4608484.955,1938000,3397100,1459100
1995,reg554,5351516.113,2133500,3673400,1539900
2000,reg554,5845684.194,2250300,3857400,1607100
2005,reg554,6483145.026,2440500,4134400,1693900
2010,reg554,6990700.615,2583300,4368800,1785500
2015,reg554,7517334.991,2697700,4614000,1916300
2020,reg554,8476610.936,2972501,5026496,2053995
2025,reg554,8435953.094,3009589.9,5180210.953,2170621.053
2030,reg554,8356187.111,3033846.742,5321752.835,2287906.093
2035,reg554,8323793.984,3071103.935,5449390.784,2378286.849
2040,reg554,8457913.896,3086620.537,5565711.867,2479091.33
2045,reg554,8591365.046,3105084.471,5674147.712,2569063.24
2050,reg554,8672538.993,3102986.228,5775007.244,2672021.015
2055,reg554,8671005.209,3069988.715,5859207.513,2789218.798
2060,reg554,8629006.272,3025764.717,5931874.488,2906109.771
2065,reg554,8659365.851,3012025.501,5992954.587,2980929.085
2070,reg554,8704455.38,3006493.986,6045114.243,3038620.257
2075,reg554,8659610.297,2971493.702,6085609.806,3114116.104
2080,reg554,8542837.065,2914668.924,6110677.543,3196008.619
2085,reg554,8433648.9,2863400.695,6116638.104,3253237.409
2090,reg554,8362679.137,2827790.453,6102264.812,3274474.359
2095,reg554,8268646.572,2786204.532,6070448.644,3284244.111
2100,reg554,8146262.359,2736565.907,6025993.086,3289427.179
1970,reg558,212428.0508,913500,2397700,1484200
